date_,source,post_text,cluster number,ner
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,"Военно воздушные силы Китая направили истребители Су-35 в Тайваньский пролив, передает китайский портал ""Юйюань таньтянь"".",китай тайвань,"{""Военно воздушные силы"": ""ORG"", ""Китая"": ""LOC"", ""Тайваньский"": ""ORG"", ""Юйюань таньтянь \"""": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,"Борт, на котором может находиться Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки, начал снижаться",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,{}
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,Тайваньское телевидение сообщило о введении в стране второго уровня тревоги,китай тайвань,{}
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,"министерство инстранных дел Российская Федерация: Лавров вылетает в Мьянму, но в отличие от Пелоси член Палаты представителей Конгресса Соединенных штатов америки, министр летит в Азию не с провокацией, а для сотрудничества",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""министерство инстранных дел"": ""ORG"", ""Российская Федерация"": ""LOC"", ""Лавров"": ""PER"", ""Мьянму"": ""LOC"", ""Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,"В Китайской провинции Фуцзянь слышны пролёты китайских истребителей в сторону моря, то есть в сторону Тайваня",китай тайвань,"{""Фуцзянь"": ""LOC"", ""Тайваня"": ""LOC""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,"Министр иностранных дел Германии заявила, что ее страна поддержит Тайвань в любой вооруженной конфронтации с Китаем",китай тайвань,"{""Германии"": ""LOC"", ""Тайвань"": ""PER"", ""Китаем"": ""LOC""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,Китай закрывает для гражданских самолётов воздушное пространство страны в направлении Тайваньского пролива,китай тайвань,"{""Китай"": ""LOC"", ""Тайваньского пролива"": ""LOC""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,"Истребители Военно воздушные силы Тайваня взяли на сопровождение спецборт правительства соединенные штаты америки, на котором, предположительно, спикер Палаты представителей американского Конгресса Ненси Пелоси член Палаты представителей Конгресса Соединенных штатов америки — СМИ",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Военно воздушные силы"": ""ORG"", ""соединенные штаты америки"": ""LOC"", ""Палаты представителей"": ""ORG"", ""Конгресса"": ""ORG"", ""Ненси Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER"", ""СМИ"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,"Тайваньский аэропорт ""Суншань"", куда предположительное прибудет спикер Палаты представителей Конгресса соединенные штаты америки Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки, снял маскировочные чехлы с зенитных пушек, сообщила тайбэйская газета ""Цзыю шибао"". Речь идет о двуствольных артиллерийских установках класса ""земля - воздух"" калибром 35 мм. Они используются для борьбы с беспилотниками или барражирующими боеприпасами. Орудия установлены рядом со взлетно-посадочной полосой. В состояние готовности также приведены радиолокационные системы",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Суншань"": ""PER"", ""Палаты представителей"": ""ORG"", ""Конгресса"": ""ORG"", ""соединенные штаты америки"": ""LOC"", ""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER"", ""Цзыю"": ""ORG"", ""Орудия установлены рядом"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,Борт SPAR19 с Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки входит в тайваньскую зону противо-воздушная оборона,прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER"", ""противо-воздушная оборона"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,"На самом высоком небоскребе Тайваня появились надписи, приветствующие Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки На башне загораются слова ""добро пожаловать в Тайвань"", ""cпасибо"" и ""TW ❤️ соединенные штаты америки"".",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Тайваня"": ""PER"", ""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER"", ""Тайвань \"""": ""PER"", ""cпасибо \"""": ""ORG"", ""TW ❤️"": ""ORG"", ""соединенные штаты америки"": ""LOC""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,"Спецборт спикера Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки приземлится в тайбэйском аэропорту Суншань во вторник около 22:00 по местному времени (17:00 мск), сообщил тайваньский телеканалДля обеспечения безопасности и регулирования дорожного движения во время перемещения кортежа задействовано не менее 300 сотрудников правоохранительных органов",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER"", ""Суншань"": ""PER""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,"NHK сообщает, что с американской базы на Окинаве подняты 8 истребителей F15 и 5 самолетов-заправщиков Военно воздушные силы соединенные штаты америки",соединенные штаты америки,"{""NHK"": ""ORG"", ""Окинаве подняты"": ""ORG"", ""Военно воздушные силы"": ""ORG"", ""соединенные штаты америки"": ""LOC""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,"По данным Reuters, самолет Пелоси член Палаты представителей Конгресса Соединенных штатов америки до сих пор не подал запрос на посадку на Тайване",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Reuters"": ""ORG"", ""Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER"", ""Тайване"": ""PER""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,"Американский спецборт, на котором может находиться Пелоси член Палаты представителей Конгресса Соединенных штатов америки, приближается к Тайваню, облетев акваторию Южно-Китайского моря над Индонезией и Филиппинами",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Тайваню"": ""PER"", ""Китайского моря"": ""LOC"", ""Филиппинами"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/nrpublic,"Самолет, на борту которого может находится Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки, направляется в тайваньский аэропорт СуншаньЯвное подтверждение того, что SPAR19 действительно направляется в Тайбэй. Диспетчеры наземной службы, спрашивая о шифровании ""свой-чужой"", также указали пункт назначения рейса RCSS, что означает аэропорт Суншань, Тайбэй",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER"", ""SPAR19"": ""ORG"", ""Тайбэй"": ""LOC"", ""Диспетчеры наземной службы"": ""ORG"", ""RCSS"": ""ORG"", ""Суншань"": ""LOC""}"
"Aug 7, 2022 @ 03:00:00.000",https://t.me/thedreamgarden,"Премьер-министр Израиля Яир Лапид заявил, что операция против движения «Исламский джихад» достигла своих целей и дальше «продолжать её смысла нет».Как сообщает Reuters, перемирие в Газе начнётся в 20:00 по местному времени. Таким образом Израиль и Палестина заключили перемирие при посредничестве Египта.Военную операцию «Рассвет» Израиль начал 5 августа. В ходе операции пострадали 203 человека, 24 — погибли. «Исламский джихад» также запускал снаряды по территории Израиля, однако их успешно перехватила израильская система «Железный купол».Сад Сновидений",израиль,"{""Израиля"": ""LOC"", ""Яир Лапид"": ""PER"", ""Исламский джихад"": ""ORG"", ""Reuters"": ""ORG"", ""Газе"": ""LOC"", ""Израиль"": ""LOC"", ""Палестина"": ""PER"", ""Египта"": ""LOC"", ""Военную"": ""LOC"", ""Рассвет"": ""LOC"", ""Железный купол"": ""ORG"", ""Сад Сновидений"": ""PER""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/thedreamgarden,"Пелоси член Палаты представителей Конгресса Соединенных штатов америки покидает Китайскую Республику Тайвань после успешного вчерашнего визита. Это дипломатическая победа соединенные штаты америки после такого накала со стороны китайская народная республика. Тем не менее конфликт обостряется и дразнить Китай куда опаснее, чем Россию.Лидер китайская народная республика Си Цзиньпин уже пожаловался на «американский империализм» и выразил протест. Другие китайские чиновники также ограничились словесными угрозами. Против Тайваня китайская народная республика ввела дополнительные санкции и начала учения вблизи границ островного государства.Сад Сновидений",китай тайвань,"{""Китайскую Республику Тайвань"": ""PER"", ""соединенные штаты америки"": ""LOC"", ""китайская народная республика"": ""LOC"", ""Китай"": ""LOC"", ""Россию"": ""LOC"", ""Си Цзиньпин"": ""PER"", ""Другие"": ""ORG"", ""Сад Сновидений"": ""PER""}"
"Aug 1, 2022 @ 03:00:00.000",https://t.me/thedreamgarden,"Ночью едва не перешёл в острую фазу вялотекущий конфликт между Косовом и Сербией. Косовские власти решили прекратить принимать сербские документы и автомобильные номера, требуя переоформления на отдельные косовские документы (которые, в свою очередь, не принимаются в Сербии). В результате сербское меньшинство стало протестовать — север Косова всё ещё преимущественно сербский.Стороны стали готовиться к войне, однако ситуацию разрешил американский посол. Благодаря ему власти Косова отложили решение о запрете сербских документов. Проблему снова обсудят 1 сентября. Косово располагает контингентом НАТО и собственным спецназом, в то время как армия Сербии последнее время активно закупала российское и китайское вооружение.Конфликт тянется с начала девяностых, когда регион с преимущественно албанским населением объявил о сецессии и вышел из состава Югославии, которая тогда уже входила в политический кризис. В середине нулевых ситуацию удалось стабилизировать — Косово стало де-факто независимым, но его северная часть по-прежнему подчиняется сербским властям.Сад Сновидений",сербия,"{""Косовом"": ""ORG"", ""Сербией"": ""PER"", ""Косовские"": ""ORG"", ""Сербии"": ""LOC"", ""Косова всё"": ""LOC"", ""Косова"": ""LOC"", ""Косово"": ""LOC"", ""НАТО"": ""ORG"", ""Югославии"": ""PER"", ""Сад Сновидений"": ""ORG""}"
"Aug 7, 2022 @ 03:00:00.000",https://t.me/g_ukr,Российские ракеты попали в военные объекты в Винницкой области. Есть пострадавшие!ГУ > Подписаться,украина,"{""Винницкой области"": ""LOC""}"
"Aug 7, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Швеция хочет присоединиться к британской программе обучения украинских солдат Как сообщает пресс-служба правительства Швеции, военные инструкторы будут проводить подготовку наших бойцов и будут находиться в Великобритании с 12 августа по 31 декабря 2022 года.ГУ > Подписаться",украина,"{""Швеции"": ""LOC"", ""Великобритании"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 7, 2022 @ 03:00:00.000",https://t.me/g_ukr,"10 российских генералов погибло на войне в Украине, — такими данными владеет Минобороны БританииТакже указывается, что с начала российского вторжения как минимум шесть российских командующих были уволены.ГУ > Подписаться",украина,"{""Украине"": ""LOC"", ""Минобороны"": ""ORG"", ""Британии"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 7, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Российская Федерация контролирует юго-восточную окраину Песков, но Вооруженные силы украины держат оборону, – эксперты из ISWВражеские попытки продвинуться в западе Богородичного, в 17 км от Славянска полностью провалились.Оккупанты, вероятно, имеют частничный успех вблизи Бахмута. По данным аналитиков, они захватили поселок Майское, в 17 км от города.Русские пытались прорвать оборону Вооруженные силы украины на юго-западе от Донецка и в пределах 30 км от границы с Запорожской областью, но безуспешно.ГУ > Подписаться",украина,"{""Российская Федерация"": ""LOC"", ""Песков"": ""PER"", ""Вооруженные силы украины"": ""ORG"", ""ISW Вражеские"": ""ORG"", ""Богородичного"": ""LOC"", ""Славянска"": ""PER"", ""Бахмута"": ""PER"", ""Майское"": ""ORG"", ""Донецка"": ""LOC"", ""Запорожской областью"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""PER""}"
"Aug 6, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Рашисты хотят отступать из ХерсонаОрки заминировали жизненно важные коммуникации, среди которых газоснабжение, электроснабжение и водоснабжение, сообщает представитель главное управление разведки МО Андрей Юсов.Это стратегия террора и выжженной земли, к которой готовятся россияне, перед контрнаступлением украинских сил на юге.ГУ > Подписаться",украина,"{""главное управление разведки МО"": ""ORG"", ""Андрей Юсов"": ""PER"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 6, 2022 @ 03:00:00.000",https://t.me/g_ukr,"И снова угрозы: Северная Корея пообещала «расплату» Вашингтону за то, что Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки посетила Южную КореюПо мнению главы министерство инстранных дел Северной Кореи, это очередное проявление враждебной политики соединенные штаты америки по отношению к другим государствам.ГУ > Подписаться",соединенные штаты америки,"{""Северная Корея"": ""LOC"", ""Вашингтону"": ""LOC"", ""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER"", ""Южную Корею"": ""PER"", ""министерство инстранных дел"": ""ORG"", ""Северной Кореи"": ""LOC"", ""соединенные штаты америки"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 6, 2022 @ 03:00:00.000",https://t.me/g_ukr,"❗️План евросоюзпо снижению потребления газа на 15% отказались поддержать Венгрия и Польша, сообщает Reuters со ссылкой на документыОднако, их несогласие не повлияло на принятие плана, который нуждался в поддержке со стороны большинства из 15 стран ЕС.ГУ > Подписаться",экономика,"{""ЕС"": ""LOC"", ""Венгрия"": ""LOC"", ""Польша"": ""LOC"", ""Reuters"": ""ORG"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 6, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Сохраняется угроза ракетных ударов по всей территории УкраиныОб этом сообщает Генштаб Вооруженные силы украины.""В акватории Черного моря корабельная группировка противника продолжает выполнять определенные задачи. Сохраняется угроза ракетных ударов по всей территории Украины. В готовности к применению высокоточного оружия находятся четыре носители крылатых ракет морского базирования"", - говорится в сообщении.ГУ > Подписаться",украина,"{""Украины"": ""LOC"", ""Генштаб Вооруженные силы украины"": ""ORG"", ""Черного моря"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 5, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Белый дом готовится предоставить Украине новый пакет военной помощи размером $1 миллиард, — Reuters По данным агентства, соединенные штаты америки передадут боеприпасы и бронированный медицинский транспорт.ГУ > Подписаться",украина,"{""Белый дом"": ""LOC"", ""Украине"": ""LOC"", ""Reuters"": ""ORG"", ""соединенные штаты америки"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""PER""}"
"Aug 5, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Армия Израиля начинает широкомасштабную воздушную операцию против «Исламского джихада» в Секторе Газа, сообщают в Минобороны страны«Наша политика однозначна – тот, кто нам угрожает, будет уничтожен», – заявил глава ведомства Бени Ганц.ГУ > Подписаться",израиль,"{""Израиля"": ""LOC"", ""Газа"": ""LOC"", ""Минобороны"": ""ORG"", ""Бени Ганц"": ""PER"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 5, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Очень жесткие кадры уничтожения наблюдательных постов палестинское исламистское движение правящее в секторе Газа в Секторе Газа в рамках операции ""Рассвет"" от армии ИзраиляГУ > Подписаться",израиль,"{""палестинское исламистское движение правящее в секторе Газа"": ""ORG"", ""Газа"": ""LOC"", ""Израиля"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 5, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Рашисты второй раз за день обстреляли Запорожскую атомная электро станция, — об этом сообщает Энергоатом Орки серьезно повредили азотно-кислородную станцию и объединенный вспомогательный корпус. Имеются риски утечки водорода и распыления радиоактивных веществ. Высока пожарная опасность.ГУ > Подписаться",ядерное,"{""Запорожскую атомная электро станция"": ""ORG"", ""Энергоатом Орки"": ""ORG"", ""Имеются"": ""PER"", ""Высока пожарная опасность"": ""ORG"", ""ГУ"": ""ORG"", ""Подписаться"": ""PER""}"
"Aug 5, 2022 @ 03:00:00.000",https://t.me/g_ukr,"СБУ запустила онлайн-сервис по поиску военнопленных и пропавших без вести  Сообщить об обстоятельствах исчезновения человека можно через онлайн-форму. Отправленные данные конфиденциальны, заверяют в спецслужбе.ГУ > Подписаться",украина,"{""СБУ"": ""ORG"", ""Сообщить"": ""LOC"", ""Отправленные"": ""ORG"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 5, 2022 @ 03:00:00.000",https://t.me/g_ukr,"❗️Запорожская атомная электро станция поддалась ударам со стороны российских войск, сообщает «Энергоатом». По имеющейся информации, зафиксировано три «прилета» возле промышленной площадки Затомная электро станцияГУ > Подписаться",ядерное,"{""атомная электро станция"": ""ORG"", ""Энергоатом »"": ""ORG"", ""Затомная электро станция ГУ"": ""ORG""}"
"Aug 5, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Уважаемые украинцы, просьба не занимать без надобности трамваи в ближайшее времяПо льготе поедут ракеты для HIMARS. Вместе с кукухой российских пропагандонов.ГУ > Подписаться",украина,{}
"Aug 5, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Китай приостанавливает сотрудничество с соединенные штаты америки по борьбе с наркотиками, — СМИ со ссылкой на министерство инстранных дел китайская народная республикаГУ > Подписаться",происществия,"{""Китай"": ""LOC"", ""соединенные штаты америки"": ""LOC"", ""СМИ"": ""ORG"", ""министерство инстранных дел"": ""ORG"", ""китайская народная республика"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 4, 2022 @ 03:00:00.000",https://t.me/g_ukr,евросоюз ввел санкции против Януковича и его сына. Он еще живГУ > Подписаться,санкции,"{""ЕС"": ""LOC"", ""Януковича"": ""PER"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 4, 2022 @ 03:00:00.000",https://t.me/g_ukr,"соединенные штаты америки отложили испытание ракеты Minuteman III из-за напряженности вокруг Тайваня, сообщает The World Street Journal Представитель Пентагона заявил, что министр обороны Ллойд Остин отдал приказ об отсрочке, чтобы избежать дальнейшего обострения отношений с Китаем, поскольку китайские военные участвуют в демонстрации силы вблизи Тайваня.ГУ > Подписаться",китай тайвань,"{""соединенные штаты америки"": ""LOC"", ""Тайваня"": ""ORG"", ""The World Street Journal"": ""ORG"", ""Пентагона"": ""ORG"", ""Ллойд Остин"": ""PER"", ""Китаем"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/g_ukr,"❗️Северная Корея вышла из Договора о нераспространении ядерного оружия на законных основаниях и имеет право на самооборону, — об этом сообщают СМИ со ссылкой на заявление постпредства корейская народно демократическая республика при ООНМир катится в пропасть.ГУ > Подписаться",ядерное,"{""Корея"": ""LOC"", ""СМИ"": ""ORG"", ""корейская народно демократическая республика"": ""LOC"", ""ООН"": ""ORG"", ""Мир"": ""ORG"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Космические страсти: новый российский спутник-шпион ""Космос 2558"" запустили для слежки за американским спутником USA 326 Такое предположение высказал нидерландский специалист по спутниковому отслеживанию Марко Лангбрук, сообщает Space.com.ГУ > Подписаться",происществия,"{""USA"": ""ORG"", ""Марко Лангбрук"": ""PER"", ""Space"": ""ORG"", ""com"": ""ORG"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Запорожская атомная электро станция, которую захватили рашисты, полностью вышла из-под контроля организации, – об этом сообщило международное агенство по атомной энергии «Все принципы ядерной безопасности были нарушены. На карту поставлено чрезвычайно серьезное и опасное дело. Специалистам международное агенство по атомной энергии необходимо отправиться в Запорожье для предотвращения ядерной аварии».ГУ > Подписаться",ядерное,"{""атомная электро станция"": ""ORG"", ""международное агенство по атомной энергии"": ""ORG"", ""Специалистам международное агенство по атомной энергии"": ""ORG"", ""Запорожье"": ""ORG"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/g_ukr,"❗️Блинкен и глава министерство инстранных дел китайская народная республика в ходе встречи G20 ещё в прошлом месяце обсуждали возможный визит Пелоси член Палаты представителей Конгресса Соединенных штатов америки на Тайвань, — СМИ со ссылкой на представителя ГосдепартаментаГУ > Подписаться",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""министерство инстранных дел"": ""ORG"", ""китайская народная республика"": ""LOC"", ""G20"": ""ORG"", ""Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""ORG"", ""Тайвань"": ""PER"", ""СМИ"": ""ORG"", ""Госдепартамента ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Сегодня Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки встретилась с с главой тайваньской администрации Цай Инвэнь""Сегодня наша делегация, чем я очень горжусь, прибыла на Тайвань, чтобы дать понять, что мы не откажемся от нашей приверженности Тайваню и мы гордимся нашей дружбой, прошедшей испытание временем"", — заявила спикер Палаты представителей Конгресса соединенные штаты америки.В свою очередь Цай Инвэнь отметила, что Тайвань не отступит перед лицом военных угроз и будет укреплять свою обороноспособность.ГУ > Подписаться",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER"", ""Цай Инвэнь"": ""PER"", ""Тайвань"": ""PER"", ""Тайваню"": ""PER"", ""Палаты представителей"": ""ORG"", ""Конгресса"": ""ORG"", ""соединенные штаты америки"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Байден уважает решение Пелоси член Палаты представителей Конгресса Соединенных штатов америки поехать на Тайвань, — Белый ДомПрезидент соединенные штаты америки не уточнил, пойдёт ли поездка спикера Палаты представителей на Тайвань на пользу интересам Штатов.В то же время соединенные штаты америки не хотят создавать кризис в отношениях с китайская народная республика, не намерены «бряцать оружием» и не поддерживают независимость Тайваня.ГУ > Подписаться",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Байден"": ""PER"", ""Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""ORG"", ""Тайвань"": ""LOC"", ""Белый Дом"": ""LOC"", ""соединенные штаты америки"": ""LOC"", ""Палаты представителей"": ""ORG"", ""Штатов"": ""LOC"", ""китайская народная республика"": ""LOC"", ""Тайваня"": ""ORG"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Комитет Сената соединенные штаты америки по международным отношениям соберется 3 августа для рассмотрения законопроекта о политике в отношении Тайваня, — об этом пишет Defense NewsГУ > Подписаться",китай тайвань,"{""Сената"": ""ORG"", ""соединенные штаты америки"": ""LOC"", ""Тайваня"": ""PER"", ""Defense News ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/g_ukr,"❗️Восточное военное командование китайская народная республика заявило о начала учений вокруг Тайваня уже сегодня вечером«Мы будем проводить совместные военные операции вокруг острова Тайвань со 2 августа по местному времени», - говорится в заявлении командования.ГУ > Подписаться",китай тайвань,"{""китайская народная республика"": ""LOC"", ""Тайвань"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/g_ukr,А вот и возможный не словесный ответ Китая на визит Пелоси член Палаты представителей Конгресса Соединенных штатов америки Армия Китая с 4 по 7 августа проведет учения в шести районах вокруг острова Тайвань.Об этом сообщает агентство Синьхуа. Районы учений – на карте.ГУ > Подписаться,прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Китая"": ""LOC"", ""Пелоси член Палаты представителей Конгресса Соединенных штатов америки Армия"": ""ORG"", ""Тайвань"": ""PER"", ""Синьхуа"": ""ORG"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/g_ukr,"❗️Китайские истребители Су-35 пересекают Тайваньский пролив, летят в сторону Тайваня — об этом сообщает канал CGTNГУ > Подписаться",китай тайвань,"{""Тайваньский пролив"": ""ORG"", ""Тайваня —"": ""ORG"", ""CGTN ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/g_ukr,"❗️Тайваньский аэропорт ""Суншань"", куда предположительное прибудет спикер Палаты представителей Конгресса соединенные штаты америки Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки, снял маскировочные чехлы с зенитных пушек, — об этом сообщают СМИ ГУ > Подписаться",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Суншань"": ""PER"", ""Палаты представителей"": ""ORG"", ""Конгресса"": ""ORG"", ""соединенные штаты америки"": ""LOC"", ""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER"", ""СМИ"": ""ORG"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/g_ukr,⚡️⚡️Китайскую межконтинентальную ракету DF5b куда-то везутDF5b имеет предполагаемую дальность 12.000-15.000 километров и может нести 3-8 водородных боеголовок.ГУ > Подписаться,ядерное,"{""DF5b"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/g_ukr,"⚡️Китайские военные самолеты пролетели над линией, разделяющей Тайваньский пролив, — ReutersГУ > Подписаться",китай тайвань,"{""Тайваньский пролив"": ""ORG"", ""Reuters"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Самолет с Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки на борту резко повернул в сторону ТайваняВ то же время, сайт администрации президента Тайваня подвергся кибератаке. Сейчас он не открывается.Обстановка накаляется.ГУ > Подписаться",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER"", ""Тайваня"": ""PER""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/g_ukr,"За самолетом Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки следят онлайн уже 262 тысячи человек — их число с каждой минутой растетКак следует из данных сервиса «Flightradar», в данный момент спецборт Военно воздушные силы соединенные штаты америки со Спикером палаты представителей соединенные штаты америки вылетел из Куала-Лумпура и направляется в сторону Индонезии.ГУ > Подписаться",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER"", ""Flightradar"": ""ORG"", ""Военно воздушные силы"": ""ORG"", ""соединенные штаты америки"": ""LOC"", ""Спикером палаты представителей"": ""ORG"", ""Куала"": ""PER"", ""Лумпура"": ""ORG"", ""Индонезии"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/g_ukr,"❗️В провинции Фуцзянь видели китайские баллистические ракеты DF-16 Как пишут СМИ, дальность ее полета — 1 000 км.ГУ > Подписаться",ядерное,"{""Фуцзянь видели"": ""LOC""}"
